numprocesso;ano;modalidade;tipoveiculopublicacao;descricao;nredicao;datapublicacao
18;2025;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11837;2025-02-18
25;2025;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11847;2025-03-07
27;2025;Pregão Eletrônico;Diário Oficial do Estado;www.dioe.pr.gov.br;;2025-04-01
27;2025;Pregão Eletrônico;Outros Veículos de Publicação;www.valor.com.br;;2025-04-01
44;2025;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11883;2025-05-05
49;2025;Pregão Eletrônico;Endereço Eletrônico;www.detran.pr.gov.br;;2025-05-16
49;2025;Pregão Eletrônico;Endereço Eletrônico;www.gov.br/compras;;2025-05-16
49;2025;Pregão Eletrônico;Outros Veículos de Publicação;www.metropolejornal.com.br;;2025-05-16
49;2025;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11892;2025-05-16
56;2025;Pregão Eletrônico;Diário Oficial do Estado;;11905;2025-06-04
64;2025;Pregão Eletrônico;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11850;2025-03-12
66;2025;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11913;2025-06-16
76;2025;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11920;2025-06-27
77;2025;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11933;2025-07-16
81;2025;Pregão Eletrônico;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11939;2025-07-24
1;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br/;32008;2025-04-02
1;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.gov.br/compras/pt-br;;2025-04-02
2;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11807;2025-01-07
2;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.folhadelondrina.com.br/;;2025-01-07
4;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11808;2025-01-08
5;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;0;2025-01-15
5;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;FOLHA DE LONDRINA;0;2025-01-15
6;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2025-03-12
6;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2025-01-22
7;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do;11832;2025-02-11
11;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.pncp.gov.br;;2025-03-27
12;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do;11829;2025-02-06
16;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11812;2025-01-14
16;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.jornaldopovo.com.br;;2025-01-14
16;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.npd.uem.br/cmp/del_divulgacao.zul;;2025-01-13
16;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://pncp.gov.br/;;2025-01-14
17;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11813;2025-01-15
18;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11811;2025-01-13
19;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11813;2025-01-15
20;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11814;2025-01-16
21;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://www.gov.br/compras/pt-br/ - UASG 930194;;2025-01-15
21;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;11813;2025-01-15
21;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://pncp.gov.br/app/editais/77968170000199/2025/1;;2025-01-15
23;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11813;2025-01-15
23;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.npd.uem.br/cmp/del_divulgacao.zul;;2025-01-14
23;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.jornaldopovo.com.br;;2025-01-15
23;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://pncp.gov.br/;;2025-01-15
24;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11814;2025-01-16
26;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;0;2025-03-17
26;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;FOLHA DE LONDRINA;0;2025-03-17
27;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.diarioinduscom.com.br;102;2025-08-06
27;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;;2025-02-10
27;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11946;2025-08-04
27;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11948;2025-08-06
27;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.diarioinduscom.com.br;100;2025-08-04
27;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2025-04-10
28;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11820;2025-01-24
29;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11814;2025-01-16
30;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;Jornal OPARANA;;2025-02-28
30;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11845;2025-02-28
34;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11925;2025-07-04
35;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;DIOE-PR;;2025-01-20
35;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.transparencia.pr.gov.br;;2025-01-20
35;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;;;2025-01-20
35;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.comprasparana.pr.gov.br;;2025-01-20
35;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.licitacoes-e.com.br;;2025-01-20
35;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.teatroguaira.pr.gov.br;;2025-01-20
38;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;WWW.DIOE.PR.GOV.BR;;2025-02-05
39;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11850;2025-03-12
39;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;jornal de circulação estadual;0;2025-03-12
42;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11819;2025-01-23
43;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11817;2025-01-21
45;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11820;2025-01-24
46;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.documentos.dioe.pr.gov.br;11834;2025-02-13
47;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11932;2025-07-15
48;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11819;2025-01-23
51;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11820;2025-01-24
52;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11820;2025-01-24
52;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11828;2025-02-05
53;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;;2025-03-17
53;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;;2025-02-21
54;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11825;2025-01-31
55;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;FOLHA DE LONDRINA;0;2025-02-07
55;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;0;2025-02-07
57;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11822;2025-01-28
57;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;;;2025-01-28
58;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11833;2025-02-12
58;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.diarioinduscom.com.br/;15;2025-02-12
60;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;0;2025-06-04
60;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;FOLHA DE LONDRINA;0;2025-06-04
60;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;0;2025-04-30
60;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;FOLHA DE LONDRINA;0;2025-04-30
62;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11825;2025-01-31
64;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://www.estadao.com.br;;2025-04-22
64;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;http://www.pncp.gov.br;;2025-04-22
64;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br;11877;2025-04-22
65;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11933;2025-07-16
67;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.folhadelondrina.com.br;1;2025-02-03
67;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11826;2025-02-03
69;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;Jornal do Povo;;2025-04-09
69;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br;11870;2025-04-09
71;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/consultaPublicaPDF.do?action=pgLocalizar&enviado=true&diarioCodigo=10&dataInicialEntr;3091;2025-01-28
75;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;FOLHA DE LONDRINA;0;2025-04-07
75;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;FOLHA DE LONDRINA;0;2025-05-16
75;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;0;2025-05-16
75;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;0;2025-04-07
80;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;;2025-05-12
80;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;Folha de londrina;;2025-05-12
81;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11915;2025-06-18
82;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11853;2025-03-17
83;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://sistemas.uel.br/sicor/public/licitacao/consultalicitacoes;;2025-06-12
83;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/consultaPublicaPDF.do?action=pgLocalizar;11911;2025-06-12
83;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://www.comprasnet.gov.br/seguro/loginportal.asp;90253;2025-06-12
84;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.documentos.dioe.pr.gov.br/dioe/consultaPublicaPDF.do?action=pgLocalizar&enviado=true&diarioCodigo=10&dataInicialEntr;3092;2025-01-29
85;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.pr.gov.br/dioe;11916;2025-06-23
86;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;;11923;2025-07-02
87;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;folha de londrina;0;2025-02-12
87;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;0;2025-02-12
89;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11870;2025-04-09
90;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11908;2025-06-09
91;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do;11848;2025-03-10
92;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.pr.gov.br/dioe;11916;2025-06-23
94;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;dioe@ccivil.pr.gov.br;11827;2025-02-04
95;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;Jornal Bem Paraná;;2025-05-20
95;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;Jornal Bem Paraná;;2025-06-11
95;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11910;2025-06-11
95;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11894;2025-05-20
97;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11905;2025-06-04
98;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11830;2025-02-07
101;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11834;2025-02-13
102;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11848;2025-03-10
107;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11830;2025-02-07
108;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11842;2025-02-25
110;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11839;2025-02-20
110;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11830;2025-02-07
112;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11838;2025-02-19
114;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.pr.gov.br/dioe;11900;2025-05-28
116;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11843;2025-02-26
119;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.npd.uem.br/cmp/del_divulgacao.zul;;2025-02-11
119;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.jornaldopovo.com.br;;2025-02-26
119;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.npd.uem.br/cmp/del_divulgacao.zul;;2025-02-25
119;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://pncp.gov.br/;;2025-02-26
119;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;;2025-02-26
119;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://pncp.gov.br/;;2025-02-11
119;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;;2025-02-11
119;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.jornaldopovo.com.br;;2025-02-11
120;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11847;2025-03-07
121;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11832;2025-02-11
122;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11832;2025-02-11
123;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do;11849;2025-03-11
124;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;;2025-02-12
124;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.npd.uem.br/cmp/del_divulgacao.zul;;2025-02-10
124;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.jornaldopovo.com.br;;2025-02-12
124;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://pncp.gov.br/;;2025-02-13
125;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;0;2025-04-04
125;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;FOLHA DE LONDRINA;0;2025-04-04
126;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;folha de londrina;0;2025-02-20
126;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;0;2025-02-20
127;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.jornaldopovo.com.br;;2025-02-13
127;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;;2025-02-12
127;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://pncp.gov.br/;;2025-02-13
127;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;www.npd.uem.br/cmp/del_divulgacao.zul;;2025-02-13
128;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;WWW.DIOE.PR.GOV.BR;;2025-05-12
129;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.metropolejornal.com.br/Publicacoes_Legais;6160;2025-03-27
129;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11861;2025-03-27
132;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do;11850;2025-03-12
133;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;0;2025-02-19
133;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;folha de londrina;0;2025-02-19
133;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;folha de londrina;0;2025-04-07
133;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;0;2025-04-07
138;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;folha de londrina ;0;2025-02-27
138;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;folha de londrina;0;2025-02-20
138;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;0;2025-02-27
138;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;0;2025-02-20
139;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11916;2025-06-23
141;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11837;2025-02-18
142;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11916;2025-06-23
144;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11839;2025-02-20
146;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11903;2025-06-16
147;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br;11848;2025-03-10
149;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.folhadelondrina.com.br/?d=1;3;2025-07-28
149;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11941;2025-07-28
152;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.folhadelondrina.com.br;1;2025-04-10
152;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11870;2025-04-10
153;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11840;2025-02-21
154;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11837;2025-02-18
155;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11838;2025-02-19
158;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11845;2025-02-28
161;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;folha de londrina;0;2025-03-26
161;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;0;2025-03-26
162;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11839;2025-02-20
167;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;FOLHA DE LONDRINA;0;2025-05-23
167;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;0;2025-05-23
167;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;FOLHA DE LONDRINA;0;2025-04-23
167;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;0;2025-04-23
170;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br;11859;2025-03-25
170;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://www.pncp.gov.br;;2025-03-25
170;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://www.folhadelondrina.com.br;;2025-03-25
171;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11840;2025-02-21
175;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11949;2025-08-07
176;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br;11849;2025-03-11
177;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://sistemas.uel.br/;;2025-03-10
177;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/;11848;2025-03-10
178;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11847;2025-03-07
179;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11843;2025-02-26
180;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://sistemas.uel.br/;;2025-03-10
180;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/;11848;2025-03-10
181;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://www.comprasnet.gov.br/seguro/loginportal.asp;90381;2025-05-06
181;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Endereço Eletrônico;https://sistemas.uel.br/sicor/public/licitacao/consultalicitacoes;;2025-05-06
181;2025;Pregão Eletrônico (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/consultaPublicaPDF.do?action=pgLocalizar;60174;2025-05-06
