numprocesso;ano;modalidade;tipoveiculopublicacao;descricao;nredicao;datapublicacao
1;2023;Audiência Pública;Diário Oficial do Estado;;;2023-01-24
2;2023;Audiência Pública;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11339;2023-01-26
2;2023;Audiência Pública;Endereço Eletrônico;classificados@gazetadoparana.com.br;;2023-01-26
3;2023;Audiência Pública;Endereço Eletrônico;http://www.comprasparana.pr.gov.br/;3;2023-01-31
3;2023;Audiência Pública;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11342;2023-01-31
4;2023;Audiência Pública;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11344;2023-02-02
4;2023;Audiência Pública;Outros Veículos de Publicação;JORNAL DO POVO;;2023-02-02
5;2023;Audiência Pública;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11348;2023-02-08
6;2023;Audiência Pública;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11393;2023-04-19
7;2023;Audiência Pública;Diário Oficial do Estado;www.dioe.pr.gov.br;11394;2023-04-20
8;2023;Audiência Pública;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11418;2023-05-26
9;2023;Audiência Pública;Diário Oficial do Estado;www.dioe.pr.gov.br;11432;2023-06-19
10;2023;Audiência Pública;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11453;2023-07-18
11;2023;Audiência Pública;Diário Oficial do Estado;;11452;2023-07-17
12;2023;Audiência Pública;Outros Veículos de Publicação;https://www.imprensaoficial.pr.gov.br/;0;2023-07-27
13;2023;Audiência Pública;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11482;2023-08-28
14;2023;Audiência Pública;Diário Oficial do Estado;www.dioe.pr.gov.br;11496;2023-09-19
15;2023;Audiência Pública;Endereço Eletrônico;https://www.jornaldopovo.com.br;;2023-10-26
15;2023;Audiência Pública;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11521;2023-10-26
15;2023;Audiência Pública;Outros Veículos de Publicação;https://www.oparana.com.br;;2023-10-26
3;2023;Chamamento Público;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;;2023-05-11
4;2023;Chamamento Público;Outros Veículos de Publicação;www.valoreconomico.com;123;2023-06-12
4;2023;Chamamento Público;Diário Oficial do Estado;www.dioe.pr.gov.br;11427;2023-06-12
6;2023;Chamamento Público;Endereço Eletrônico;www.comprasparana.pr.gov.br ;;2023-08-08
6;2023;Chamamento Público;Endereço Eletrônico;https://www.gov.br/compras/pt-br;;2023-08-08
6;2023;Chamamento Público;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;;2023-08-08
7;2023;Chamamento Público;Endereço Eletrônico;www.transparencia.pr.gov.br;;2023-09-04
7;2023;Chamamento Público;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11487;2023-09-04
8;2023;Chamamento Público;Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11472;2023-08-14
9;2023;Chamamento Público;Diário Oficial do Estado;;;2023-08-18
10;2023;Chamamento Público;Diário Oficial do Estado;;;2023-08-25
11;2023;Chamamento Público;Diário Oficial do Estado;;89157;2023-08-21
11;2023;Chamamento Público;Endereço Eletrônico;https://sistemas.uel.br/sicor/public/licitacao/consultaLicitacoes;;2023-08-21
12;2023;Chamamento Público;Endereço Eletrônico;https://sistemas.uel.br/sicor/public/licitacao/consultaLicitacoes;;2023-08-21
12;2023;Chamamento Público;Diário Oficial do Estado;;89157;2023-08-21
19;2023;Chamamento Público;Diário Oficial do Estado;;11510;2023-10-09
21;2023;Chamamento Público;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11554;2023-12-15
22;2023;Chamamento Público;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11513;0023-02-11
23;2023;Chamamento Público;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11536;2023-11-21
26;2023;Chamamento Público;Outros Veículos de Publicação;www.folhadelondrina.com.br;311023;2023-10-31
26;2023;Chamamento Público;Diário Oficial do Estado;www.dioe.pr.gov.br;11524;2023-10-31
29;2023;Chamamento Público;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11541;2023-11-28
33;2023;Chamamento Público;Diário Oficial do Estado;www.dioe.pr.gov.br;11568;2024-01-12
33;2023;Chamamento Público;Outros Veículos de Publicação;www.jornaldopovo.com.br;;2024-01-12
36;2023;Chamamento Público;Diário Oficial do Estado;www.dioe.pr.gov.br;11593;2024-02-21
36;2023;Chamamento Público;Outros Veículos de Publicação;www.jornaldopovo.com.br;;2024-02-21
36;2023;Chamamento Público;Endereço Eletrônico;https://npd.uem.br/humcred/;;2024-02-20
37;2023;Chamamento Público;Diário Oficial do Estado;www.impresaoficial.pr.gov.br;11531;2023-11-13
38;2023;Chamamento Público;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11351;2023-11-13
39;2023;Chamamento Público;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11351;2023-11-13
40;2023;Chamamento Público;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11351;2023-11-13
43;2023;Chamamento Público;Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11351;2023-11-13
3;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11390;2023-04-14
7;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11471;2023-08-11
9;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://www.folhadelondrina.com.br;;2023-10-16
9;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br/;11513;2023-10-16
9;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Endereço Eletrônico;https://www3.unicentro.br/dircom/licitacoes/;;2023-10-16
9;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Endereço Eletrônico;https://www.gov.br/compras/pt-br;;2023-10-16
11;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11527;2023-11-07
11;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://www.in.gov.br/autenticidade.html;211;2023-11-07
12;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-07-28
14;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br;11507;2023-10-04
14;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://www.folhadelondrina.com.br;;2023-10-04
14;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.gov.br/compras/pt-br;;2023-10-04
14;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Endereço Eletrônico;https://www3.unicentro.br/dircom/licitaçoes/;;2023-10-04
15;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br/;11510;2023-10-09
15;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://www.folhadelondrina.com.br;;2023-10-09
15;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Endereço Eletrônico;https://www3.unicentro.br/dircom/licitacoes/;;2023-10-09
15;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.gov.br/compras/pt-br;;2023-10-09
19;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11474;2023-08-16
20;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11498;2023-09-21
21;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11515;2023-10-18
24;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.folhadelondrina.com.br;;2024-05-24
24;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11657;2024-05-24
27;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br/;11510;2023-10-09
27;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://www.folhadelondrina.com.br;;2023-10-09
27;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.gov.br/compras/pt-br;;2023-10-09
27;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Endereço Eletrônico;https://www3.unicentro.br/dircom/licitacoes/;;2023-10-09
28;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.gov.br/compras/pt-br;;2023-10-06
28;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11509;2023-10-06
28;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.folhadelondrina.com.br/?d=1;;2023-10-04
28;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Endereço Eletrônico;https://www3.unicentro.br/dircom/licitacoes/;;2023-10-06
29;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-08-30
33;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Endereço Eletrônico;https://www3.unicentro.br/dircom/licitacoes/;;2023-10-06
33;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.gov.br/compras/pt-br;;2023-10-06
33;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://www.folhadelondrina.com.br;;2023-10-04
33;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br/;11509;2023-10-06
34;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br/;11513;2023-10-16
34;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://www.folhadelondrina.com.br;;2023-10-16
34;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Endereço Eletrônico;https://www3.unicentro.br/dircom/licitacoes/;;2023-10-16
34;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.gov.br/compras/pt-br;;2023-10-16
35;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.gov.br/compras/pt-br;;2023-10-09
35;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br/;11510;2023-10-09
35;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://www.folhadelondrina.com.br;;2023-10-09
35;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Endereço Eletrônico;https://www3.unicentro.br/dircom/licitacoes/;;2023-10-09
36;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Endereço Eletrônico;https://www3.unicentro.br/dircom/licitacoes/;;2023-10-11
36;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br/;11512;2023-10-11
36;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.gov.br/compras/pt-br;;2023-10-11
36;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://www.folhadelondrina.com.br;;2023-10-11
37;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br/;11512;2023-10-11
37;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.gov.br/compras/pt-br;;2023-10-11
37;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://www.folhadelondrina.com.br;;2023-10-11
37;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Endereço Eletrônico;https://www3.unicentro.br/dircom/licitacoes/;;2023-10-11
38;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Endereço Eletrônico;https://www3.unicentro.br/dircom/licitacoes/;;2023-10-11
38;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br/;11512;2023-10-11
38;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://www.folhadelondrina.com.br;;2023-10-11
38;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.gov.br/compras/pt-br;;2023-10-11
39;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11512;2023-10-11
40;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11515;2023-10-18
42;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br/;11512;2023-10-11
42;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://www.folhadelondrina.com.br;;2023-10-11
42;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Endereço Eletrônico;https://www3.unicentro.br/dircom/licitacoes/;;2023-10-11
42;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.gov.br/compras/pt-br;;2023-10-11
43;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;http://www.folhadelondrina.com.br;;2023-10-11
43;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;https://www.gov.br/compras/pt-br;;2023-10-11
43;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;http://www.imprensaoficial.pr.gov.br/;11512;2023-10-11
43;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Endereço Eletrônico;https://www3.unicentro.br/dircom/licitacoes/;;2023-10-11
44;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11511;2023-10-10
45;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado; 	www.imprensaoficial.pr.gov.br;11554;2023-12-15
45;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11642;2024-05-03
45;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11515;2023-10-18
45;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.imprensaoficial.pr.gov.br;11604;2024-03-07
46;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11517;2023-10-20
47;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11514;2023-10-17
48;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-10-19
49;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-10-20
51;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11520;2023-10-25
52;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br;11518;2023-10-23
53;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-10-26
55;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-10-27
58;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-10-27
59;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-10-27
60;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do?;11522;2023-10-27
61;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Outros Veículos de Publicação;www.folhadelondrina.com.br;1;2023-11-10
61;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11530;2023-11-10
63;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;;;2023-10-30
64;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do?;11522;2023-10-27
65;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.imprensaoficial.pr.gov.br/;11527;2023-11-07
67;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do?;11533;2023-11-16
67;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do?;11523;2023-10-30
69;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do?;11533;2023-11-16
69;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;https://www.documentos.dioe.pr.gov.br/dioe/entrada.do?;11523;2023-10-30
71;2023;Concorrência Eletrônica (Lei Federal 14.133/2021);Diário Oficial do Estado;www.dioe.pr.gov.br;11624;2024-04-08
