numprocesso,objeto,orgao,datahomologacao,registrodepreco,tempoprazocontrato,valor_estimado,valor_ou_desconto_homologado,dataabertura,datahomologacao__dup1,adesao_ata_srp-2023__qtd_registros,adesao_ata_srp-2023__sum_lote_num,adesao_ata_srp-2023__mean_lote_num,adesao_ata_srp-2023__sum_classeitem_num,adesao_ata_srp-2023__mean_classeitem_num,adesao_ata_srp-2023__sum_numeroitem_num,adesao_ata_srp-2023__mean_numeroitem_num,adesao_ata_srp-2023__sum_item_num,adesao_ata_srp-2023__mean_item_num,adesao_ata_srp-2023__sum_quantidade_num,adesao_ata_srp-2023__mean_quantidade_num,adesao_ata_srp-2023__sum_valorunitario_num,adesao_ata_srp-2023__mean_valorunitario_num,alteracoes_ata_srp-2023__qtd_registros,alteracoes_ata_srp-2023__sum_lote_num,alteracoes_ata_srp-2023__mean_lote_num,alteracoes_ata_srp-2023__sum_classeitem_num,alteracoes_ata_srp-2023__mean_classeitem_num,alteracoes_ata_srp-2023__sum_numeroitem_num,alteracoes_ata_srp-2023__mean_numeroitem_num,alteracoes_ata_srp-2023__sum_item_num,alteracoes_ata_srp-2023__mean_item_num,alteracoes_ata_srp-2023__sum_valor_num,alteracoes_ata_srp-2023__mean_valor_num,contratos-2023__qtd_registros,contratos-2023__sum_numcontrato_num,contratos-2023__mean_numcontrato_num,contratos-2023__sum_anocontrato_num,contratos-2023__mean_anocontrato_num,empresas_participantes-2023__qtd_registros,empresas_participantes-2023__sum_nrlote_num,empresas_participantes-2023__mean_nrlote_num,empresas_participantes-2023__sum_cnpjcpfparticipante_num,empresas_participantes-2023__mean_cnpjcpfparticipante_num,empresas_participantes-2023__sum_razaosocialnomeparticipante_num,empresas_participantes-2023__mean_razaosocialnomeparticipante_num,empresas_participantes-2023__sum_valorpropostolote_num,empresas_participantes-2023__mean_valorpropostolote_num,itens-2023__qtd_registros,itens-2023__sum_nrlote_num,itens-2023__mean_nrlote_num,itens-2023__sum_classeitem_num,itens-2023__mean_classeitem_num,itens-2023__sum_numeroitem_num,itens-2023__mean_numeroitem_num,itens-2023__sum_item_num,itens-2023__mean_item_num,itens-2023__sum_quantidade_num,itens-2023__mean_quantidade_num,itens-2023__sum_valor_estimado_unitario_num,itens-2023__mean_valor_estimado_unitario_num,itens-2023__sum_valor_ou_desconto_homologado_unitario_num,itens-2023__mean_valor_ou_desconto_homologado_unitario_num,lotes-2023__qtd_registros,lotes-2023__sum_nrlote_num,lotes-2023__mean_nrlote_num,lotes-2023__sum_valor_estimado_num,lotes-2023__mean_valor_estimado_num,lotes-2023__sum_valor_ou_desconto_homologado_num,lotes-2023__mean_valor_ou_desconto_homologado_num,orgaos_participantes-2023__qtd_registros,orgaos_participantes-2023__sum_nrlote_num,orgaos_participantes-2023__mean_nrlote_num,orgaos_participantes-2023__sum_classeitem_num,orgaos_participantes-2023__mean_classeitem_num,orgaos_participantes-2023__sum_numeroitem_num,orgaos_participantes-2023__mean_numeroitem_num,orgaos_participantes-2023__sum_item_num,orgaos_participantes-2023__mean_item_num,orgaos_participantes-2023__sum_quantidadeprevista_num,orgaos_participantes-2023__mean_quantidadeprevista_num,publicidade-2023__qtd_registros,_filtro_obras_aplicado,anomaly_score,is_anomalous
3,Registro de Preços por meio de Pregão Eletrônico pelo período de 12 doze meses para futura e eventual prestação de serviços continuados de nutrição cocção e fornecimento de refeições transportadas para atender a demanda dos Presídios Cadeias Carceragens de Delegacias da Polícia Civil de gestão plena do DEPPEN gestão plena da Polícia Civil e as compartilhadas entre a Polícia Civil e o DEPPEN respeitadas as especificações técnicas quantidades condições de fornecimento e acordo de níveis de serviço previstos neste Termo de Referência,SEAP-Secretaria de Estado da Administração e da Previdência,nan,Não,12 Mês(es),0.00,nan,2023-02-16,nan,,,,,,,,,,,,,,,,,,,,,,,,,6.0,17735.0,2955.8333333333335,12140.0,2023.3333333333333,8.0,11.0,1.375,313330977551798.0,39166372193974.75,,,896035828.2,112004478.525,22.0,37.0,1.6818181818181819,66972.0,3044.181818181818,1281573.0,58253.318181818184,,,14364.0,652.9090909090909,955796563.6975,43445298.349886365,896035828.2,112004478.525,22.0,37.0,1.6818181818181819,971334420.64,44151564.57454545,896035828.2,112004478.525,,,,,,,,,,,,15.0,True,0.1553292545654612,1
4,Contratação de serviços de locação de equipamentos multifuncionais monocromáticas e colorida e serviços de cópias de digitalização de softwares que compõe a solução incluindo o fornecimento dos equipamentos novos sem uso e em linha de fabricação bem como a instalação configuração e gestão dos equipamentos e softwares conjuntamente com a manutenção preventiva e corretiva reposição de peças e de todo o material de consumo necessário ao perfeito funcionamento dos equipamentos exceto papel instalação de softwares necessários,SEAP-Secretaria de Estado da Administração e da Previdência,nan,Não,12 Mês(es),0.00,nan,2023-02-17,nan,,,,,,,,,,,,,,,,,,,,,,,,,6.0,18270.0,3045.0,12138.0,2023.0,10.0,28.0,2.8,96643016006808.0,9664301600680.8,,,6907176.39,690717.639,63.0,612.0,9.714285714285714,69648.0,1105.5238095238096,3842376.0,60990.09523809524,,,15572.0,247.17460317460316,9703257.2443,159069.79089016395,3751349.49,375134.949,60.0,609.0,10.15,1725092963.2900002,29742982.12568966,6907176.39,690717.639,,,,,,,,,,,,10.0,True,-0.062021856466043135,0
11,"Audiência Pública - prestação de serviços de consultoria para apoiar tecnicamente a inovação e transformação digital serviços públicos oferecidos pelo Estado, Assessoramento e elaboração das minutas em nível estadual da Política de Governança de Tecnologia de Informação e Comunicação, Estratégia de Transformação Digital, e Plano Diretor de Transformação Digital, realização de diagnóstico, no âmbito da administração pública direta e indireta do Estado Paraná, dos serviços estaduais oferecidos ao cidadão, definindo o seu conceito, identificando os processos digitalizados, em processo de digitalização e que possuem viabilidade se serem digitalizados, Assessoramento da Secretaria de Estado da Inovação, Modernização e Transformação Digital na construção do plano de ação de transformação digital com base em pesquisa e aplicação da melhores práticas, tendências e oportunidades em transformação digital de serviços, incluindo a definição das",SEIA-Secretaria de Estado da Inovação e Inteligência Artificial (Antigo SEI),nan,Não,nan,0.00,nan,2023-07-28,nan,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7131.0,2377.0,6070.0,2023.3333333333333,31.0,315.0,10.161290322580646,35961422331838.0,1160045881672.1936,,,3928432.5,126723.62903225806,46.0,319.0,6.934782608695652,84795.0,1843.3695652173913,2334836.0,50757.30434782609,,,145052.0,3153.304347826087,8369054.819999999,239115.85199999998,3371802.55,120421.51964285714,44.0,317.0,7.204545454545454,8798750.379999999,266628.7993939394,3532440.5,135863.09615384616,,,,,,,,,,,,14.0,True,-0.07741701772180426,0
14,"Contratação de empresa especializada nos serviços de implantação, gestão,
operação e manutenção das unidades de atendimento ao cidadão em municípios do Paraná.",SEAP-Secretaria de Estado da Administração e da Previdência,nan,Não,nan,0.00,nan,2023-10-03,nan,,,,,,,,,,,,,,,,,,,,,,,,,3.0,14373.0,4791.0,6069.0,2023.0,11.0,49.0,4.454545454545454,51807115635045.0,4709737785004.091,,,3592724.06,326611.2781818182,22.0,71.0,3.227272727272727,36049.0,1638.590909090909,1269576.0,57708.0,,,18158.0,825.3636363636364,66950483.9,3043203.8136363635,3541424.06,321947.64181818184,22.0,71.0,3.227272727272727,67601468.02,3072794.0009090905,3592724.06,326611.2781818182,,,,,,,,,,,,16.0,True,-0.09764228930690716,0
3,"Contratação de Consultor Individual, com formação técnico profissional especializada, portador do título de Engenheiro Civil, com perfil profissional Sênior, legalmente habilitado para o exercício da função de assessoria técnica com a finalidade de prestar serviços especializados inerentes a sua esfera de atribuiçoes - cf. regulamentadas na Lei n 5194/1966.",SESP-Secretaria de Estado da Segurança Pública,nan,Não,12 Mês(es),204912.00,nan,2023-05-26,nan,,,,,,,,,,,,,,,,,,,,,,,,,6.0,17735.0,2955.8333333333335,12140.0,2023.3333333333333,8.0,11.0,1.375,313330977551798.0,39166372193974.75,,,896035828.2,112004478.525,22.0,37.0,1.6818181818181819,66972.0,3044.181818181818,1281573.0,58253.318181818184,,,14364.0,652.9090909090909,955796563.6975,43445298.349886365,896035828.2,112004478.525,22.0,37.0,1.6818181818181819,971334420.64,44151564.57454545,896035828.2,112004478.525,,,,,,,,,,,,15.0,True,0.1553292545654612,1
3,"Contratação Integrada de empresa para elaboração dos Projetos Básico e Executivo e execução das obras de implantação de Variante na PR-364, desviando da área urbana do Bairro Riozinho no município de Irati, com uma extensão de 1,64 km.",DER-Departamento de Estradas de Rodagem do Estado do Paraná,2023-09-15,Não,nan,1.00,nan,2023-07-17,2023-09-15,,,,,,,,,,,,,,,,,,,,,,,,,6.0,17735.0,2955.8333333333335,12140.0,2023.3333333333333,8.0,11.0,1.375,313330977551798.0,39166372193974.75,,,896035828.2,112004478.525,22.0,37.0,1.6818181818181819,66972.0,3044.181818181818,1281573.0,58253.318181818184,,,14364.0,652.9090909090909,955796563.6975,43445298.349886365,896035828.2,112004478.525,22.0,37.0,1.6818181818181819,971334420.64,44151564.57454545,896035828.2,112004478.525,,,,,,,,,,,,15.0,True,0.1553292545654612,1
7,"Edital de licitação na modalidade de concorrência para contratação de empresas especializadas em serviços de engenharia, abrangendo confecção de projetos, laudos e execução de serviços de reforma predial, incluindo fornecimento de materiais, nos campi de Paranaguá, Campo Mourão, Curitiba e Paranavaí da UNESPAR. Este edital está fundamentado na Lei Federal 14.133/2021 e no Decreto Estadual 10.086/2022.",UNESPAR-Universidade Estadual do Paraná,2023-12-05,Não,nan,1111054.33,nan,2023-09-19,2023-12-05,9.0,36.0,4.0,64714.0,7190.444444444444,534956.0,59439.555555555555,,,1769.0,196.55555555555554,14528.25,1614.25,8.0,36.0,4.5,57612.0,7201.5,507292.0,63411.5,,,19648.41,2456.05125,29.0,127587.0,4399.551724137931,58696.0,2024.0,21.0,55.0,2.619047619047619,896139346016962.0,42673302191283.91,,,22701412.259999998,1261189.5699999998,22.0,59.0,2.6818181818181817,89515.0,4068.8636363636365,1222609.0,55573.13636363636,,,46718.0,2123.5454545454545,107655618.86999999,5980867.715,893789.2494,63842.08924285714,22.0,59.0,2.6818181818181817,138966657.48999998,7720369.860555555,18843274.75,1345948.1964285714,24.0,116.0,4.833333333333333,172836.0,7201.5,1521876.0,63411.5,,,6707.0,279.4583333333333,10.0,True,-0.042616526376599184,0
9,"CONTRATACAO DE EMPRESA ESPECIALIZADA PARA REPINTURA E MANUTENCAO EM EDIFICACOES DO CAMPUS CEDETEG DA UNICENTRO, EM GUARAPUAVA PR, COM RECURSOS PRÓPRIOS.",UNICENTRO-Universidade Estadual do Centro-Oeste,nan,Não,nan,381439.84,nan,2023-11-28,nan,15.0,1972.0,131.46666666666667,99032.0,6602.133333333333,1003668.0,66911.2,,,169.0,11.266666666666667,802.0,53.46666666666667,61.0,192.0,3.1475409836065573,543205.0,8905.0,328943.0,5392.508196721312,,,187.2212,3.0692000000000004,14.0,36878.0,2634.1428571428573,28335.0,2023.9285714285713,123.0,9257.0,75.26016260162602,2083718968570997.0,16940804622528.432,,,16840079.2,150357.85,571.0,83822.0,146.7985989492119,3871757.0,6780.660245183888,28038650.0,49104.46584938704,,,181371.0,317.63747810858143,17246769.54,30257.49042105263,16785179.0424,78070.60019720929,453.0,83112.0,183.47019867549668,18729957.94,41437.96004424779,16831367.64,142638.70881355932,902.0,129074.0,143.09756097560975,6575898.0,7290.352549889135,39907078.0,44242.880266075386,,,181323.0,201.02328159645234,16.0,True,0.23091904465668178,1
11,"CONSTRUÇÃO DE COMPLEMENTO DA PISTA DE ATLETISMO - ARQUIBANCADA, ALMOXARIFADO E TORRE DE MONITORAMENTO - TOTALIZANDO 633,78 M2, DO CENTRO DE EDUCAÇÃO FÍSICA E ESPORTE-CEFE.",UEL-Universidade Estadual de Londrina,2023-12-06,Não,nan,2800071.38,nan,2023-11-24,2023-12-06,,,,,,,,,,,,,,,,,,,,,,,,,3.0,7131.0,2377.0,6070.0,2023.3333333333333,31.0,315.0,10.161290322580646,35961422331838.0,1160045881672.1936,,,3928432.5,126723.62903225806,46.0,319.0,6.934782608695652,84795.0,1843.3695652173913,2334836.0,50757.30434782609,,,145052.0,3153.304347826087,8369054.819999999,239115.85199999998,3371802.55,120421.51964285714,44.0,317.0,7.204545454545454,8798750.379999999,266628.7993939394,3532440.5,135863.09615384616,,,,,,,,,,,,14.0,True,-0.07741701772180426,0
12,"Contratação de empresa especializada em serviços de engenharia para execução da construção da Unidade Nova Escolar para a Escola Estadual Deputado Anibal Khury, situado na Rua Euclides Penteado de Almeida, s/n, Balneário Coroados, fone 41 3420-7266 NRE de Paranaguá, no Município de Guaratuba, Estado do Paraná",FUNDEPAR-Instituto Paranaense de Desenvolvimento Educacional,2023-09-21,Não,nan,14838189.61,nan,2023-09-11,2023-09-21,112.0,14138.0,126.23214285714286,587997.0,5249.973214285715,4632135.0,41358.34821428572,,,5324.0,47.535714285714285,4195.73,37.461875,2.0,28.0,14.0,12206.0,6103.0,40490.0,20245.0,,,3.46,1.73,14.0,67919.0,4851.357142857143,28323.0,2023.0714285714287,311.0,24463.0,78.65916398713826,7029773668044792.0,22603773852234.06,,,11962313.89,38588.10932258065,239.0,21239.0,88.86610878661088,1116096.0,4669.857740585774,11639051.0,48698.95815899582,,,1632348.0,6829.907949790795,31598077.89,140435.90173333333,19182393.5964,85635.68569821429,298.0,24361.0,81.74832214765101,311946407.53999996,1064663.5069624572,9520702.66,32605.14609589041,762.0,79936.0,104.9028871391076,4095321.0,5374.437007874016,32948205.0,43239.11417322834,,,66243.0,86.93307086614173,11.0,True,0.21829164110002575,1
